
137,0,0,0.00,-0.09,0.00,0.31,-174.97,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

140,0,0,0.01,-0.09,0.00,0.17,-175.05,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

143,0,0,0.00,-0.08,0.00,0.59,-174.77,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

146,0,0,0.01,-0.08,0.00,0.50,-175.09,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

148,0,0,0.01,-0.09,0.00,0.56,-175.39,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

151,0,0,0.00,-0.08,0.00,-0.06,-175.44,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

180,0,0,0.00,-0.08,0.00,0.53,-174.66,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

156,0,0,0.00,-0.09,0.00,0.34,-174.64,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

159,0,0,0.00,-0.09,0.00,0.14,-174.88,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

188,0,0,0.01,-0.09,0.00,0.36,-174.54,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

165,0,0,0.01,-0.09,0.00,0.28,-174.73,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

167,0,0,-0.00,-0.09,0.00,0.42,-174.56,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

170,0,0,0.01,-0.09,0.00,0.31,-175.01,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

172,0,0,-0.00,-0.09,0.00,0.00,-174.94,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

175,0,0,0.01,-0.09,0.00,0.03,-175.31,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

178,0,0,0.01,-0.08,0.00,0.25,-174.97,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

180,0,0,0.00,-0.09,0.00,0.22,-174.91,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

183,0,0,0.01,-0.09,0.00,0.53,-174.83,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

186,0,0,0.01,-0.08,0.00,-0.28,-175.23,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

188,0,0,0.01,-0.09,0.00,-0.20,-175.05,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

194,0,0,0.01,-0.09,0.00,0.53,-174.65,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

197,0,0,0.01,-0.08,0.00,0.17,-175.34,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

199,0,0,0.00,-0.08,0.00,0.11,-175.16,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

202,0,0,0.00,-0.08,0.00,0.28,-175.01,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

205,0,0,0.01,-0.08,0.00,0.45,-174.66,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

208,0,0,0.01,-0.09,0.00,0.31,-174.88,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

210,0,0,0.01,-0.09,0.00,0.42,-175.22,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

213,0,0,0.00,-0.09,0.00,0.06,-174.81,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

216,0,0,0.00,-0.08,0.00,0.50,-174.88,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

218,0,0,0.01,-0.09,0.00,0.70,-175.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

221,0,0,0.01,-0.09,0.00,0.11,-174.73,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

250,0,0,0.00,-0.08,0.00,0.14,-174.70,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

227,0,0,0.01,-0.09,0.00,0.48,-175.12,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

229,0,0,0.01,-0.09,0.00,0.34,-174.82,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

232,0,0,0.01,-0.09,0.00,-0.1,,-174.9,,0.00,0.00,0.000.00,-0.00,0.00,0.00,0.00,0.00

235,0,0,-0.00,-0.09,0.00,0.06,-174.78,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

237,0,0,-0.01,-0.08,0.00,0.22,-175.09,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

240,0,0,0.00,-0.08,0.00,0.53,-174.95,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

243,0,0,0.00,-0.08,0.00,0.11,-175.28,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

245,0,0,0.01,-0.09,0.00,0.45,-175.09,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

248,0,0,0.00,-0.09,0.00,0.20,-174.84,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

250,0,0,0.00,-0.08,0.00,0.36,-174.86,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

253,0,0,0.00,-0.09,0.00,0.45,-174.80,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

256,0,0,0.00,-0.09,0.00,-0.14,-175.07,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

259,0,0,0.00,-0.09,0.00,0.50,-174.74,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

261,0,0,0.00,-0.08,0.00,0.34,-174.83,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

264,0,0,0.01,-0.09,0.00,0.73,-174.66,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

267,0,0,0.01,-0.09,0.00,0.36,-175.32,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

269,0,0,0.00,-0.09,0.00,-0.25,-174.86,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

272,0,0,0.01,-0.08,0.00,0.06,-175.09,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

274,0,0,0.00,-0.08,0.00,0.59,-174.91,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

277,0,0,0.01,-0.08,0.00,0.25,-174.80,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

280,0,0,0.01,-0.09,0.00,0.14,-175.05,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

282,0,0,0.00,-0.09,0.00,0.11,-174.76,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

285,0,0,0.00,-0.08,0.00,0.53,-175.05,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

287,0,0,0.00,-0.09,0.00,0.39,-174.88,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

290,0,0,0.01,-0.08,0.00,0.50,-175.06,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

293,0,0,0.01,-0.09,0.00,-0.08,-175.03,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

296,0,0,0.00,-0.09,0.00,0.11,-175.12,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

324,0,0,0.00,-0.08,0.00,0.48,-,-175.,0,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

301,0,0,0.01,-0.09,0.00,0.39,-174.86,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

304,0,0,0.01,-0.09,0.00,0.00,-175.11,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

306,0,0,0.01,-0.09,0.00,0.11,-174.84,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

309,0,0,-0.00,-0.08,0.00,0.00,-175.04,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

312,0,0,0.01,-0.09,0.00,0.25,-174.58,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

314,0,0,0.00,-0.10,0.00,0.08,-174.85,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

317,0,0,0.00,-0.09,0.00,0.22,-174.84,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

319,0,0,0.01,-0.09,0.00,0.03,-175.03,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

322,0,0,0.00,-0.08,0.00,0.03,-175.05,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

324,0,0,0.00,-0.08,0.00,0.48,-174.96,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

327,0,0,0.01,-0.09,0.00,0.42,-174.89,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

330,0,0,0.00,-0.09,0.00,0.25,-174.89,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

333,0,0,0.01,-0.08,0.00,0.31,-174.75,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

335,0,0,0.00,-0.09,0.00,-0.28,-175.03,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

338,0,0,0.01,-0.08,0.00,0.36,-174.81,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

341,0,0,0.01,-0.09,0.00,0.22,-175.16,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

344,0,0,0.01,-0.09,0.00,0.25,-174.67,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

346,0,0,0.01,-0.08,0.00,-0.14,-175.54,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

349,0,0,0.00,-0.09,0.00,0.50,-174.99,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

351,0,0,0.00,-0.09,0.00,0.50,-174.86,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

354,0,0,0.01,-0.09,0.00,0.67,-174.72,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

357,0,0,0.01,-0.08,0.00,0.42,-175.34,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

359,0,0,0.00,-0.09,0.00,0.06,-175.09,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

362,0,0,0.00,-0.09,0.00,0.59,-175.15,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

365,0,0,0.01,-0.09,0.00,0.31,-175.19,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

367,0,0,0.01,-0.09,0.00,0.53,-175.32,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

370,0,0,0.00,-0.08,0.00,-0.20,-175.09,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

399,0,0,0.00,-0.09,0.00,0.64,-174.86,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

375,0,0,0.00,-0.09,0.00,-0.03,-175.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

378,0,0,0.01,-0.09,0.00,0.08,-174.72,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

381,0,0,-0.00,-0.08,0.00,0.48,-174.98,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

383,0,0,-0.00,-0.09,0.00,-0.11,-175.22,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

386,0,0,0.01,-0.09,0.00,0.56,-174.69,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

415,0,0,0.00,-0.09,0.00,0.22,-175.07,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

391,0,0,0.01,-0.08,0.00,0.53,-175.04,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

394,0,0,0.01,-0.09,0.00,-0.08,-174.86,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

397,0,0,0.01,-0.09,0.00,0.36,-175.18,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

399,0,0,0.00,-0.08,0.00,0.11,-175.14,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

402,0,0,0.01,-0.09,0.00,0.08,-174.91,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

405,0,0,-0.00,-0.09,0.00,0.00,-175.27,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

434,0,0,0.00,-0.09,0.00,0.45,-174.52,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

410,0,0,0.01,-0.09,0.00,0.48,-174.80,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

413,0,0,0.01,-0.09,0.00,-0.03,-174.76,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

415,0,0,0.00,-0.09,0.00,0.45,-175.01,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

418,0,0,0.00,-0.08,0.00,0.11,-175.10,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

421,0,0,0.00,-0.09,0.00,0.39,-174.95,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

424,0,0,0.01,-0.09,0.00,0.39,-175.04,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

426,0,0,0.01,-0.08,0.00,-0.14,-174.92,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

429,0,0,0.00,-0.09,0.00,-0.14,-174.97,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

432,0,0,0.01,-0.08,0.00,0.36,-174.71,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

461,0,0,0.01,-0.09,0.00,0.20,-174.92,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

437,0,0,0.01,-0.09,0.00,0.31,-174.88,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

440,0,0,0.01,-0.08,0.00,0.08,-175.07,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

443,0,0,0.01,-0.09,0.00,0.48,-174.68,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

445,0,0,0.00,-0.08,0.00,0.11,-175.07,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

448,0,0,0.01,-0.09,0.00,0.59,-174.33,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

451,0,0,0.00,-0.08,0.00,0.31,-174.84,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

453,0,0,0.01,-0.09,0.00,0.03,-175.13,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

456,0,0,0.01,-0.08,0.00,0.08,-174.96,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

459,0,0,0.00,-0.09,0.00,0.67,-175.10,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

461,0,0,0.01,-0.09,0.00,0.20,-174.71,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

464,0,0,-0.00,-0.08,0.00,-0.31,-175.27,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

467,0,0,0.00,-0.09,0.00,0.78,-175.20,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

469,0,0,0.00,-0.09,0.00,0.31,-174.82,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

472,0,0,0.01,-0.09,0.00,0.31,-174.79,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

475,0,0,0.01,-0.09,0.00,0.34,-175.11,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

477,0,0,0.00,-0.09,0.00,0.17,-175.22,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

480,0,0,0.01,-0.09,0.00,0.25,-174.72,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

483,0,0,0.01,-0.09,0.00,0.36,-174.86,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

485,0,0,0.01,-0.09,0.00,0.17,-174.36,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

488,0,0,-0.00,-0.09,0.00,0.17,-175.42,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

491,0,0,0.01,-0.08,0.00,0.50,-174.71,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

494,0,0,0.00,-0.09,0.00,0.36,-175.04,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

499,0,0,0.01,-0.08,0.00,0.25,-174.94,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

502,0,0,0.01,-0.09,0.00,0.64,-174.78,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

504,0,0,0.00,-0.08,0.00,-0.14,-175.22,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

507,0,0,0.00,-0.09,0.00,0.20,-175.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

510,0,0,0.00,-0.08,0.00,-0.03,-175.08,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

539,0,0,0.01,-0.08,0.00,0.22,-175.08,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

515,0,0,0.01,-0.09,0.00,0.42,-174.95,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

518,0,0,0.01,-0.09,0.00,0.00,-174.64,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

521,0,0,0.01,-0.09,0.00,0.31,-175.28,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

[..]Attempting MQTT connection...523,0,0,-0.00,-0.08,0.00,0.31,-175.09,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

552,0,0,0.01,-0.08,0.00,0.42,-175.39,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

528,0,0,0.00,-0.08,0.00,0.00,-175.46,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

531,0,0,0.00,-0.09,0.00,0.17,-174.81,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

534,0,0,0.00,-0.09,0.00,0.22,-174.72,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

537,0,0,0.00,-0.09,0.00,0.20,-175.12,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

539,0,0,0.01,-0.08,0.00,0.22,-175.20,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

568,0,0,0.01,-0.08,0.00,0.45,-174.53,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

545,0,0,0.01,-0.09,0.00,0.17,-174.74,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

548,0,0,0.00,-0.08,0.00,-0.25,-175.22,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

550,0,0,0.00,-0.08,0.00,0.73,-174.84,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

552,0,0,0.01,-0.08,0.00,0.42,-174.85,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00

